program,course_code,title,category,academic_year,semester,credits,language,course_url,description,skills_tags,type_of_exam
Economics,4.661,Kulturen/Cultures: Cultural Museums in the City - Curating for the Public,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,661,1.00.pdf","Course on cultural museums and curatorial practices focusing on the role of museums in contemporary society. Explores exhibition design, public engagement, and debates around heritage, decolonization, and cultural representation through case studies and field visits","cultural studies, museum studies, curation, critical thinking, research, communication, analysis, public engagement",written work (70%) + group presentation (30%)
Economics,4.662,Kulturen/Cultures: Von der Abenteuerlust zur Nachhaltigkeit - Tourismus als eine Reise zwischen Selbst und der Welt,Area of concentration,2026.0,Spring,6.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,662,1.00.pdf","Course on tourism from sociological and ethnographic perspectives, examining motivations, decision-making processes, and sustainability challenges in modern travel","tourism studies, sociology, sustainability, research, critical thinking, ethnography, analysis",Portfolio (100%)
Economics,4.663,Kulturen/Cultures: Twentieth-Century Italian History through the Eyes of a Witness - Primo Levi,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,663,1.00.pdf","Course exploring 20th-century Italian history through the works of Primo Levi, focusing on fascism, the Holocaust, and post-war society with literary and ethical analysis.","history, literature analysis, critical thinking, ethics, cultural studies, writing",group presentation (30%) + written work (70%)
Economics,4.664,Kulturen/Cultures: Diplomacy and the Private Sector as Drivers of Change in Kenya,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,664,1.00.pdf","Course on political, economic, and social transformation in Kenya, emphasizing diplomacy, private sector development, and international cooperation in emerging markets","international relations, development, diplomacy, business strategy, intercultural skills, geopolitics",2 written work (30%) + group presentation (40%)
Economics,4.665,Kulturen/Cultures: Albanien - ein Land zwischen Kommunismus und Demokratie,Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,665,1.00.pdf","Course analyzing Albania’s transition from communism to democracy, focusing on migration, social change, and institutional transformation.","political transition, sociology, migration, history, critical analysis, research",Group presentation (50%) + written work (50%)
Economics,4.666,Kulturen/Cultures: China's New Super Cities - A Cultural Journey,Area of concentration,2026.0,Spring,6.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,666,1.00.pdf","Course examining urban culture and transformation in modern Chinese mega-cities, focusing on social, cultural, and political dynamics in a globalized context","urban studies, China studies, globalization, cultural analysis, research, sociology",Portfolio (100%)
Economics,4.667,Kulturen/Cultures: Islam Today - Muslims and Modernity,Area of concentration,2026.0,Spring,6.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,667,1.00.pdf","Course on contemporary Islam exploring religious practices, political ideologies, and social debates in modern Muslim societies","religious studies, sociology, political analysis, cultural understanding, critical thinking, debate",Prresentation (20%) + decental exam (40%) + written work (40%)
Economics,4.668,"Kulturen/Cultures: 3 x C - Coca, Cacao and Coffee in Colombia's Projects for Sustainability and Peace",Area of concentration,2026.0,Spring,6.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,668,1.00.pdf","Field-based course on development, sustainability, and peacebuilding in Colombia, analyzing commodity chains and socio-economic transformation","development studies, sustainability, field research, global economics, social impact, analysis",Portfolio (100%)
Economics,4.669,Kulturen/Cultures: Corruption and Criminality - The Italian Way,Area of concentration,2026.0,Spring,6.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,669,1.00.pdf","Course analyzing corruption and organized crime in Italy through political history, literature, and cultural studies perspectives","politics, corruption, criminality, cultural analysis, critical theory, research",Presentation (30%) + group presentation (30%) + written work (40%)
Economics,4.67,"Kulturen/Cultures: Von Kriminellen bis zu Oligarchen - Macht, Moral und Identität in der russischen Kultur",Area of concentration,2026.0,Spring,3.0,German,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,670,1.00.pdf","Course on power, morality, and identity in Russian culture, exploring narratives of crime, elites, and political authority from the Soviet era to today","cultural analysis, politics, sociology, history, media analysis, critical thinking",Group presentation (30%) + decentral exam (70%)
Economics,4.673,"Kulturen/Cultures: Jazz - Music, Context, and Influence",Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,673,1.00.pdf","Course on the history and evolution of jazz, analyzing its cultural, social, and political influences alongside musical development","music analysis, cultural studies, history, critical listening, creativity",2 written work (50%)
Economics,4.674,Medien/Media: Media and Culture in the Middle East,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,674,1.00.pdf","Course exploring the relationship between media, politics, and culture in the Middle East, challenging dominant narratives and analyzing regional diversity","media studies, politics, cultural analysis, critical thinking, research, geopolitics",Group presentation (40%) + written work (60%)
Economics,4.678,Kulturen/Cultures: China's Hard and Soft Power - Chinese Narratives and Western Reactions,Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,678,1.00.pdf","Course analyzing China’s global influence through economic, political, and cultural strategies, focusing on hard and soft power dynamics.","international relations, geopolitics, strategy, China studies, critical analysis",group presentation (50%) + group written work (50%)
Economics,4.68,"Medien/Media: How Datafication, Surveillance and AI are Changing Media",Area of concentration,2026.0,Spring,3.0,English,"https://tools.unisg.ch/handlers/Public/CourseInformationSheet.ashx/semester/FS26/eventnumber/4,680,1.00.pdf","Course on misinformation, surveillance, and AI in digital media, focusing on critical media literacy, fact-checking, and online information dynamics.","media literacy, AI, data analysis, critical thinking, misinformation, digital media",written work (70%) + group presentation (30%)
